Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
158600,4712,20,3759,609,1705,600,39.66,-121.77,172312.427617443,697877.814471593,875640.362567512,258696.388547425,217421.169607624
95100,2.3833,24,1535,279,726,272,39.59,-121.74,164906.327203082,689794.961646502,867603.686562653,251044.86717538,210657.954971638
93800,3.0625,20,1465,278,745,250,39.59,-121.9,161206.332968339,696321.466172213,874478.119752291,250691.920685782,207131.058757652
95300,2.7143,16,2867,559,1203,449,39.88,-121.75,176254.736895606,718840.394738476,896177.518158521,283210.399570513,241499.533154962
141300,3.5189,15,3996,748,1786,728,39.82,-121.68,181293.030993321,710197.928831021,887459.163099206,276885.675443238,236638.310278718
67500,2.4028,17,858,262,47,27,40.06,-121.54,197729.251602355,729115.464634586,905523.487418049,304497.108288316,265628.967580088
73000,2.3036,22,1468,285,611,235,39.97,-121.51,198121.60268472,718956.620575988,895448.024298072,294826.480277531,256877.933888758
119600,2.8657,14,1527,269,665,261,39.86,-121.59,189458.012881059,710807.011690769,887747.215708683,281945.765361072,243134.471421143
93200,2.2419,16,4591,904,1904,812,39.83,-121.58,189903.602291647,707431.751043092,884399.811700362,278708.678055352,240223.454460783
117900,2.4537,10,1742,307,721,312,39.8,-121.6,187859.72426272,705178.211916348,882258.630995242,275223.207331329,236522.237106435
97200,2.5374,11,3835,727,1456,658,39.79,-121.62,186055.223330772,704932.677717677,882086.801529877,273960.135203493,234940.389015236
97600,2.3507,12,1958,369,875,354,39.82,-121.59,188933.605446691,706803.360776439,883818.506146236,277518.428489948,238901.276547939
95300,2.3079,12,3744,699,1532,660,39.83,-121.6,188206.530229864,708176.722349448,885201.362633488,278544.41144536,239697.080686617
107700,2.6147,11,3974,727,1610,634,39.82,-121.63,185537.223628449,708302.946050646,885429.386641764,277210.138022334,237866.610820777
102900,2567,18,2672,533,1151,532,39.79,-121.6,187757.147126926,704179.379999315,881278.338834115,274116.218272316,235464.944748974
88300,1625,20,743,171,395,168,39.79,-121.59,188608.168599379,703804.108199438,880875.192435733,274198.360157073,235731.564245493
86500,1.4048,16,2754,570,1063,543,39.78,-121.59,187833.030061265,702805.02882345,879894.706375724,273091.756122561,234676.016455164
58000,2.1838,18,945,205,385,207,39.78,-121.59,187833.030061265,702805.02882345,879894.706375724,273091.756122561,234676.016455164
84000,1875,26,1503,343,699,296,39.77,-121.6,186581.491647843,702182.732104545,879318.688294542,271902.361516716,233351.883615462
89500,2963,25,1612,313,837,303,39.77,-121.61,186425.882372086,702560.096828409,879723.569861041,271822.282784299,233085.688137746
93400,2.6823,28,1677,327,770,309,39.78,-121.63,185106.577777804,704313.968789736,881513.651820748,272778.283487719,233622.0330964
115200,2.1912,23,790,137,365,152,39.8,-121.57,190342.55242006,704056.907937703,881052.87679795,275476.762037371,237327.012869537
105700,2.0458,18,2221,459,952,440,39.78,-121.57,188161.616022846,702056.077989412,879089.580259569,273264.951481872,235220.39927368
97300,2.3068,24,1535,276,664,273,39.77,-121.59,186740.975502563,701806.287579181,878914.531296093,271985.195661707,233620.991711268
108600,2.7863,19,2636,523,1184,465,39.79,-121.58,189086.731802386,703429.75640488,880472.770668103,274283.232360108,236001.065113297
104900,2.0882,20,1384,257,557,232,39.76,-121.57,185981.696854602,700056.588756472,877127.519850212,271053.338620375,233115.963449526
110200,3.1061,19,2487,485,1110,453,39.76,-121.58,185813.488976499,700431.775327513,877530.730519558,270964.628121416,232839.778798713
103800,1.7875,18,1676,332,733,318,39.76,-121.58,185813.488976499,700431.775327513,877530.730519558,270964.628121416,232839.778798713
80800,2.2,20,908,206,481,211,39.75,-121.59,184557.57893458,699809.825276207,876955.118248774,269772.20760573,231512.539962105
87300,2.3403,23,2263,497,1138,455,39.77,-121.6,186581.491647843,702182.732104545,879318.688294542,271902.361516716,233351.883615462
85500,1.8245,22,2447,556,1157,556,39.76,-121.6,185488.71141915,701184.919019767,878339.331999514,270795.494812314,232296.128698536
85000,2.5428,31,2431,512,1026,427,39.76,-121.61,185332.162138692,701562.873158435,878744.720795353,270715.077182032,232028.683685031
93500,1.8125,23,1759,366,788,359,39.77,-121.62,185867.475474987,702938.380264623,880129.174991296,271744.961901326,232822.415271656
96700,3,31,1599,318,794,303,39.76,-121.65,183226.024894658,703083.870180512,880373.506181333,270421.123433229,230988.339319774
109700,2.8182,22,2598,482,1151,490,39.76,-121.63,184930.987284311,702321.538561241,879557.66946221,270562.552306656,231502.604347895
85800,1.7788,14,2063,559,934,529,39.76,-121.62,185179.51910586,701941.746836373,879150.833618669,270637.428885073,231764.17221527
92800,1.0625,20,1173,261,523,258,39.75,-121.62,184085.088268653,700945.458894296,878172.808245907,269529.932213093,230706.434135177
70500,1.8616,37,1296,296,569,257,39.75,-121.63,183935.454733487,701325.84316571,878580.153219044,269454.737148588,230443.628026663
121800,2.3711,20,1808,334,763,335,39.74,-121.64,182693.73799225,700712.392708911,878011.533017748,268274.23738292,229124.073802038
102600,3066,17,2748,556,1174,514,39.71,-121.71,177771.928657974,700441.730497275,877974.398195965,264514.038946797,224179.111558342
101200,2.9625,17,3502,655,1763,613,39.66,-121.66,173637.024853775,693543.341016918,871037.216550848,259268.819843558,220131.350496792
168300,3.13,8,2836,522,1163,512,39.69,-121.56,178540.127491887,692690.696699514,869864.11600347,263408.573265567,226056.903502659
126100,2.4623,17,1619,292,705,285,39.74,-121.57,183802.831108634,698058.451759905,875166.703884086,268841.92833184,231013.764912779
83800,2.3798,17,1646,330,750,344,39.74,-121.59,183466.245405213,698812.107132147,875975.882377319,268665.781105018,230459.127574421
92600,1.9766,19,2888,591,984,499,39.75,-121.6,184396.160319723,700187.448451621,877360.289750468,269688.669898511,231240.900326155
111200,2.3958,15,1677,345,844,330,39.68,-121.6,176755.075034912,693214.869075862,870515.876260523,261942.110135394,223869.669941268
87500,1.6948,15,1896,408,893,334,39.83,-121.5,194457.706786851,704488.705430891,881222.635904783,279472.887463563,242441.39671677
87500,2.3895,17,1583,331,730,306,39.72,-121.41,182877.356339833,690148.251380929,866823.207570909,268453.795952798,233808.197809847
94700,2.8871,22,2828,610,986,391,39.61,-121.39,170914.166609526,678351.213617522,855182.541879043,256676.773411666,223260.761809806
62500,2.3684,35,632,148,221,102,39.65,-121.24,177311.360806669,677020.122440506,853284.527144581,263561.038315374,232802.468957976
83300,1.4896,17,1483,284,481,211,39.55,-121.19,167332.44591519,665120.750436094,841424.851266724,253738.549903635,224974.229772395
85700,2.3917,15,2490,527,1229,497,39.52,-121.36,161334.805495198,668208.268146695,845126.106681276,247303.89172414,215285.022272748
79500,1.7708,9,818,197,358,197,39.52,-121.56,159784.735927861,675782.831476228,853267.399964374,244633.089482592,208370.301625933
53600,1.7308,26,1957,429,945,397,39.52,-121.56,159784.735927861,675782.831476228,853267.399964374,244633.089482592,208370.301625933
65200,1.5771,12,1733,421,1861,415,39.53,-121.56,160895.968878359,676774.500449961,854241.040331127,245736.988178509,209404.808099852
84100,2.1467,15,886,204,576,205,39.6,-121.54,168742.200798381,682961.642682031,860246.651663707,253671.245315392,217279.653425989
142300,2.9562,14,5549,1000,1822,919,39.54,-121.46,162542.563348853,673943.428232979,851117.338863991,248014.867775386,213714.701151834
93800,3.9028,25,848,153,436,155,39.52,-121.49,160115.749647481,673087.961917622,850383.81842795,245430.592124911,210653.461481668
90800,3.0446,26,1652,325,790,292,39.5,-121.44,158279.878354381,669194.691373128,846387.590784501,243897.177406513,210349.687421139
91800,3.2174,17,1554,242,553,230,39.49,-121.47,156928.871859742,669337.048948178,846633.465380185,242389.343489756,208280.072504448
97500,2.6921,19,3720,636,1304,607,39.51,-121.47,159144.480897268,671329.724144333,848588.595205648,244586.837543406,210314.653319389
91200,4.5156,35,1806,293,683,295,39.53,-121.53,161008.94365562,675615.703999986,853002.341768153,246059.017003949,210359.887687188
73800,2.4821,30,1030,161,448,159,39.52,-121.53,159898.512048786,674622.170775373,852027.115662201,244956.615373355,209330.237462881
86400,2.9688,24,1028,185,471,186,39.52,-121.53,159898.512048786,674622.170775373,852027.115662201,244956.615373355,209330.237462881
62100,2502,33,3585,757,1887,765,39.51,-121.54,158745.184381462,674015.5653229,851465.437981048,243742.890655286,207976.692419162
72200,2334,30,3085,610,1688,575,39.51,-121.52,158835.735087298,673243.400320741,850639.751789406,243968.768858619,208629.282780202
57600,2.0357,39,1551,353,684,310,39.51,-121.55,158706.98702279,674403.075795904,851879.396061413,243634.543826637,207655.075413423
58300,0.8024,48,827,198,396,161,39.51,-121.55,158706.98702279,674403.075795904,851879.396061413,243634.543826637,207655.075413423
51700,1.1607,50,1050,288,485,260,39.51,-121.55,158706.98702279,674403.075795904,851879.396061413,243634.543826637,207655.075413423
57900,1.3654,47,1064,245,603,190,39.51,-121.56,158673.513011581,674791.536059115,852294.096015464,243529.26400184,207336.596594121
53100,1.6352,46,1885,385,871,347,39.51,-121.56,158673.513011581,674791.536059115,852294.096015464,243529.26400184,207336.596594121
56100,1.5714,31,2023,469,1073,436,39.5,-121.57,157533.345762577,674190.650571606,851737.101956437,242322.823794777,205986.752668962
58000,1.9956,25,2409,490,1384,479,39.52,-121.58,159720.805857792,676561.344563011,854097.959612877,244432.684315231,207746.027614657
56700,1.6389,24,1865,372,1087,385,39.51,-121.58,158620.746572466,675571.299381466,853125.717197595,243327.921176629,206709.111407486
57600,2.1658,29,1947,383,925,337,39.5,-121.58,157509.154068998,674581.632625953,852153.814429297,242223.223769955,205672.978868609
63300,1.6346,18,2105,416,974,385,39.5,-121.62,156804.42792083,676155.001131846,853828.044076397,241855.787409753,204449.960034543
59800,1.8661,24,1610,324,909,323,39.52,-121.61,159158.660133485,677736.190373348,855349.332591279,244155.069973396,206833.425507314
65200,1.4833,23,1387,325,640,289,39.53,-121.65,159564.295400587,680301.823294549,857996.972315527,244935.623834874,206710.103188546
42500,0.8252,15,202,54,145,40,39.48,-121.57,155310.529355421,672211.199886701,849793.252835492,240114.57465916,203920.161404024
45100,1.0585,26,3215,827,2041,737,39.5,-121.55,157596.01518118,673411.530103583,850905.898564802,242531.286669896,206623.821385124
39400,1.3289,38,1438,310,779,275,39.5,-121.54,157634.487225879,673023.394990375,850491.409826052,242640.141559638,206947.08698346
50300,1.5313,19,1537,329,617,274,39.49,-121.53,156567.346454693,671643.790040272,849103.441766801,241649.935158887,206246.412407405
53800,1.8047,29,2896,596,1809,617,39.48,-121.54,155413.146625,671040.176865413,848544.364615282,240434.897479334,204890.457236571
53900,2.4952,14,1724,315,939,302,39.47,-121.54,154302.503952919,670049.132395519,847571.349882278,239332.404836096,203863.458964472
41800,2.2045,41,461,107,284,90,39.48,-121.55,155374.113441093,671429.566118964,848959.917800234,240325.012599602,204563.848768136
88900,2.9965,20,2505,468,1174,429,39.49,-121.49,156789.294348583,670102.121441819,847453.796325066,242130.588988024,207589.865320585
82600,3.2833,33,1462,241,569,231,39.5,-121.52,157725.688574567,672249.983255039,849664.663714065,242867.077514425,207603.006969799
63600,2.6563,30,1217,238,677,233,39.49,-121.52,156615.669051736,671256.936577397,848689.91019801,241765.4800476,206577.617626983
59400,2.0455,21,2628,494,1364,468,39.48,-121.52,155505.677096776,670264.261934103,847715.492395359,240663.977747267,205553.128018023
60600,1.3611,18,2278,523,1185,475,39.45,-121.55,152041.370285877,668459.463707941,846043.499718648,237016.218873876,201480.422783009
57100,2.6071,26,1340,255,662,239,39.44,-121.53,151015.863057268,666687.317704675,844237.402742552,236140.623857311,201124.574627901
49000,1.7727,31,1434,283,811,289,39.44,-121.55,150930.486377802,667470.194604305,845072.045875189,235913.456884793,200454.409845224
80400,2.3566,15,2119,389,1079,374,39.43,-121.52,149956.152265873,665306.527496788,842848.479822757,235157.940544694,200444.658412324
96200,2425,17,3659,735,1970,667,39.4,-121.46,147043.967051411,660001.475463078,837438.035356589,232646.666865181,199540.632271123
60000,3.0208,52,189,34,121,37,39.39,-121.39,146659.962673854,656324.185431167,833584.094835785,232622.694887613,201198.491804024
61300,2.5313,27,720,150,359,138,39.33,-121.54,138755.703679424,656215.044833787,833985.399089996,223907.323628505,189586.110878294
73800,2.1776,22,2515,482,1284,462,39.39,-121.59,145260.902044565,664119.701061093,841909.014884704,229974.398431937,194001.569763185
86300,1.9943,27,2599,502,1241,502,39.37,-121.67,141777.230694461,665387.548661507,843397.423301044,227062.444369761,189407.147174038
86400,1.7552,24,1003,251,1098,227,39.35,-121.65,139957.241493726,662614.021033276,840611.38266279,225004.583901292,187949.701250223
84600,2.6607,22,1217,224,537,187,39.34,-121.67,138509.95939621,662453.902627937,840512.277701523,223739.391310269,186290.171107423
73500,2.7891,40,812,154,374,142,39.32,-121.65,136700.895682929,659678.937954911,837725.130217859,221684.21565469,184848.549502076
56200,2.3224,29,2220,471,1170,428,39.36,-121.69,140352.585305913,665229.037697211,843299.419927549,225811.320371034,187763.516636083
57000,1.7885,32,1852,373,911,365,39.37,-121.7,141286.06903102,666616.667157643,844692.988025077,226853.420589772,188511.849851082
63900,1.91,46,1210,243,523,242,39.36,-121.7,140192.733857154,665640.340961749,843732.559417746,225744.639024764,187466.931330279
56000,2.0474,37,2330,495,1505,470,39.36,-121.7,140192.733857154,665640.340961749,843732.559417746,225744.639024764,187466.931330279
63000,1.8355,34,842,186,635,165,39.36,-121.69,140352.585305913,665229.037697211,843299.419927549,225811.320371034,187763.516636083
85500,2.3243,27,2596,435,1100,409,39.38,-121.74,141801.565594923,669242.690070834,847389.230852979,227731.361528964,188420.121390449
81300,2.5259,30,1019,192,501,185,39.33,-121.8,135571.796193137,666898.145862912,845241.631850365,221928.849841317,181521.068370071
57600,2.2813,21,1432,284,862,275,39.42,-121.71,146609.327945897,671912.905113199,849931.21683463,232336.315646485,193464.368887136
59400,2.1728,22,1814,342,941,323,39.41,-121.71,145513.483790484,670935.135749373,848969.501980334,231227.08073189,192414.176695588
81900,2.4943,29,1687,327,864,334,39.4,-121.75,143869.014375217,671605.516794746,849742.10514259,229902.450354059,190254.277877764
82100,3.3929,39,1105,180,408,166,39.48,-121.79,152232.959244758,681056.77414379,859153.650906064,238628.607170356,197710.573253492
116000,2.3816,16,4221,781,1516,697,38.15,-120.46,93802.0672725779,497213.268807978,674009.315481576,155174.905399953,177802.225968338
116100,2.5,10,1566,325,785,291,38.12,-120.55,85656.4280055575,497484.554965783,674711.683714803,146834.225537849,169387.949466356
94900,2.3654,34,2745,559,1150,491,38.09,-120.56,84586.6056132969,494847.828516346,672184.023168959,144180.645511771,167836.894513067
92200,2.9063,27,1199,224,463,199,38.07,-120.55,85403.011849011,492463.971937576,669810.883112637,143633.87216765,168267.429861005
79900,2.2875,37,736,148,339,140,38.07,-120.54,86278.3290517781,492086.679806596,669396.484000676,144358.396065498,169127.682202257
133000,2.6528,9,7450,1475,2233,930,37.97,-120.67,75540.6069312444,487191.371997784,665169.021451142,128726.58022269,156125.372938615
122600,3,16,3758,715,1777,615,38.09,-120.46,93332.0599330243,491138.673284391,668087.208989887,151420.674293317,176421.97334612
90400,2.9821,19,1003,235,538,190,38.24,-120.79,67482.1285485052,518699.6606398,696478.400659144,139680.381441376,152850.488517745
93200,2.0472,16,3120,641,1319,526,38.2,-120.9,56996.9120286347,519196.794323003,697372.7413621,129844.226719017,142313.77241375
125900,4.0109,8,2029,387,1000,364,38.16,-120.88,57637.5671945909,514450.547604782,692648.909862566,127822.00147965,142601.531297801
133100,3636,9,3585,680,1800,598,38.11,-120.91,54191.9068887371,510814.742477472,689182.52896697,122033.260629892,138537.542757681
130600,3.8488,7,7188,1288,3175,1115,38.12,-120.76,67359.0164396065,505627.308626107,683564.869448336,132433.986972587,151513.851862031
104000,2.1382,21,3095,681,1341,546,38.28,-120.65,80478.4744796286,517303.903479601,694521.964770802,151508.028490968,165857.15781515
101600,2.5473,32,2685,543,1061,492,38.24,-120.72,73338.3632870073,515963.444338169,693516.865698621,144016.774692186,158633.636182068
92600,2.0417,17,2967,611,1387,564,38.19,-120.67,76292.7553205274,509047.152713667,686543.022084368,143479.300083206,161147.069220322
122300,2.6417,13,4110,847,1796,706,38.2,-120.57,85085.470023469,506278.668968118,683388.661949762,150878.373201526,169856.835116994
112500,2.4583,13,763,161,311,125,38.25,-120.43,98177.4964222959,506321.802457602,682730.598067098,163909.106263434,183141.778765861
86600,2.6667,20,1326,307,563,237,38.39,-120.56,92147.8779322528,525137.022930301,701740.256962884,165656.510281925,177527.344792931
77400,2.5667,21,1435,294,668,267,38.41,-120.54,94641.8128543682,526466.006711309,702936.028689448,168459.61891225,179984.574555552
91900,2.7344,18,2912,663,999,411,38.42,-120.42,104682.820555286,523381.428934073,699295.667173457,176792.94759833,190091.77679914
100900,3024,17,1463,338,529,226,38.33,-120.41,102124.916307634,513813.256440433,689920.946794809,170853.231856213,187469.403877219
94700,1625,18,1411,312,592,230,38.31,-120.55,89808.2934087178,516663.272294586,693425.051729771,160176.525219798,175196.151352054
84800,2.2604,17,1504,358,661,250,38.35,-120.57,89653.925757921,521434.92309752,698178.122462715,161930.617639948,175085.972565268
139900,2.8208,10,4300,845,1480,609,38.21,-120.36,103354.777673577,499823.574009453,676022.938094513,166163.887654219,187871.625906035
121400,3.75,10,3757,722,546,223,38.23,-120.34,105451.672863085,501195.285471144,677246.916313843,168877.397815343,190122.080272223
155800,4.4063,13,2962,546,252,103,38.26,-120.33,106948.105120225,503940.751213058,679862.739963922,171543.61725031,191843.036291108
111500,2.9821,17,5497,1056,997,408,38.25,-120.34,105868.553177268,503247.884261636,679244.957791601,170181.776903028,190703.137109848
123500,2.6942,13,4401,829,924,383,38.23,-120.37,102873.887351296,502212.047562182,678403.664178708,166754.124585519,187590.172789345
113700,2.5352,13,4495,856,1149,459,38.25,-120.37,103301.885030046,504260.237954166,680398.004662401,168075.561805723,188179.744363156
103800,3.3542,10,3486,695,298,124,38.29,-120.27,112780.801635697,505063.593559802,680606.440088312,177739.964637206,197795.864905328
108300,3075,13,3297,662,267,97,38.31,-120.27,113300.119017592,507130.395243341,682617.065057938,179061.321773159,198427.630068223
77500,3125,11,1568,369,82,33,38.42,-120.19,123451.619083531,516053.249501384,690803.761609819,192047.483385474,208862.9124771
65800,2.7841,48,1096,218,657,199,39.03,-121.91,101346.067953828,643004.453398841,821915.073403023,188427.865176689,146864.883470331
67500,2.9489,39,1548,323,815,286,38.99,-122,96385.4042112376,643376.732774401,822438.706686293,184211.743321244,140344.366959772
59200,2.2754,23,3832,774,2435,747,39,-122.13,97756.9705558921,650429.18667473,829612.493909825,186241.734153905,138834.038362708
72000,2.7137,17,6440,1204,3266,1142,39.15,-121.99,114194.565391923,657985.220166401,836872.287131891,201943.028327394,157757.249045661
92800,3.2625,27,1446,295,670,281,39.22,-122.04,121923.56383429,666872.307117796,845750.118487025,209941.313185004,164356.80064215
112500,3017,52,224,38,120,45,39.25,-122.08,125327.903650585,671521.459926908,850419.888975357,213509.183891456,166948.23614702
75000,2.25,10,266,62,154,49,39.1,-122.33,99695.7485267275,669284.57209086,848555.097604046,199884.079126445,147711.279406356
108000,3125,33,1064,174,434,147,39.15,-122.2,111548.107240935,667688.856703982,846818.058571451,203538.216463241,154326.759640747
65500,2331,28,4169,895,2587,810,39.13,-122.09,112029.11795719,660680.497502254,839712.146526972,200281.645181752,153684.128273751
61500,2875,44,1064,230,494,175,39.34,-122.05,135274.242491305,678709.070158635,857464.774274752,223312.399138348,177262.039634493
62700,2.5625,35,2791,552,1395,476,39.31,-122.17,126247.475210025,681281.900122683,860231.734181063,220881.717261194,172303.469798836
68800,1.7463,19,1629,386,551,214,39.3,-122.51,105220.281823368,696396.926922834,875668.739508141,224976.562312135,169824.567475744
69100,2.2679,50,1592,372,781,307,39.21,-122.01,120823.789376219,664571.20027492,843419.116035518,208687.019123845,163834.05242522
75800,2.5556,52,1989,392,985,396,39.21,-122.01,120823.789376219,664571.20027492,843419.116035518,208687.019123845,163834.05242522
75000,2.4559,39,1214,250,660,249,39.21,-122.01,120823.789376219,664571.20027492,843419.116035518,208687.019123845,163834.05242522
112500,2.1845,39,701,130,271,89,39.3,-121.96,130963.900477475,670913.907442694,849580.375670133,218522.759713585,174566.887407623
192400,3.4402,28,3144,694,1095,482,38.03,-121.65,3631.24131791429,537892.621755538,717293.731327119,80133.6099374981,74227.0238367473
209400,3.6694,17,2549,596,1169,500,38.03,-121.63,3549.41533666037,536872.04239121,716268.557170005,80621.1607057341,75850.587892084
183800,3.2619,25,2019,411,888,326,38.04,-121.63,2469.77173733675,537777.094779887,717171.203489861,81686.4765983233,76270.4845309888
189100,5.0016,3,9217,1522,3578,1272,38,-121.73,3961.39485772717,539332.697043605,718742.336474763,75271.6244216307,66478.0482514427
156500,4.9618,7,7957,1314,4460,1293,38,-121.72,3800.08277628394,538811.073781419,718221.059662411,75444.3611266188,67291.3001275158
168800,5.0468,5,7105,1143,3523,1088,37.98,-121.72,6020.26087219036,537024.863921288,716434.00514194,73268.0488648154,66500.6636906521
162800,3.6411,19,3388,599,1707,575,37.98,-121.68,6825.44148477611,534940.857701571,714350.810796151,74080.160019154,69806.9904423986
172900,5.1041,9,3079,519,1562,512,37.98,-121.7,6192.3004506334,535980.860174004,715390.873036318,73654.1846712081,68151.2714301126
129700,3.3558,27,3861,718,2085,707,37.99,-121.71,4938.47237547811,537395.998403657,716805.998151698,74541.1308954149,67707.7226265299
213500,4375,22,1046,195,527,164,37.99,-121.67,6392.99579675559,535319.746900717,714728.751320674,75380.5379592072,71000.8012257637
119400,1.6554,44,1014,225,704,238,37.93,-121.68,12015.6593311336,530470.838466999,709879.442268812,68717.644156932,68206.6278519594
131100,2.8828,36,1710,320,861,300,37.94,-121.7,10565.3159903121,532410.745125265,711818.330104945,69335.0899026658,66804.4048763722
125400,3.8125,15,1850,441,1348,403,37.95,-121.69,9641.11278845767,532778.71204952,712187.966710448,70631.0458287132,67956.2152565247
151400,3.2813,33,2396,452,1391,465,37.96,-121.7,8368.96163372808,534194.159832296,713603.377072355,71492.664608619,67444.5446075764
263100,4.7426,19,2055,358,1064,350,37.93,-121.66,12600.3554594458,529425.422250987,708835.238349718,69219.1585738686,69906.2679716366
187100,4.8958,17,1962,291,825,267,37.91,-121.7,13876.308728674,529741.856203323,709145.391970968,66106.9702336517,65973.2310832926
156700,2.2216,19,2005,405,972,403,37.93,-121.7,11667.4070382614,531520.280222479,710926.730760818,68257.8990003154,66509.9138124195
186300,5.7104,5,4980,774,2399,763,37.95,-121.74,9567.44516508334,535405.324982175,714808.524155337,69647.2054168823,63765.4282000913
152500,4.6587,10,3258,612,1779,558,37.93,-121.7,11667.4070382614,531520.280222479,710926.730760818,68257.8990003154,66509.9138124195
241400,5.1017,13,2479,394,1075,350,37.91,-121.6,16009.472993194,524516.101912497,703925.389606118,68899.4722782605,74547.5640991505
340900,6.9051,5,14684,2252,4276,1722,37.9,-121.6,17110.017799923,523618.594856238,703028.362818651,67870.4129369171,74334.7924093134
154400,3691,30,1428,287,989,287,37.86,-121.61,21505.2418271822,520559.623635653,699968.55827948,63430.5333521405,72774.7479175699
253900,4.4583,22,1999,415,967,320,37.85,-121.64,21549.8716380112,521244.665787092,700648.720062286,61402.0264149347,70025.0045185089
109400,2.2532,46,2273,495,1088,447,38.01,-121.8,7760.98150733716,543898.523195276,723301.233016356,75448.7587170023,61299.693669347
105100,2.2361,47,1942,430,1074,393,38.01,-121.81,8588.46336739825,544427.065838591,723827.845514581,75358.3307848192,60507.8449029804
128500,2.2639,52,1124,245,528,226,38.01,-121.81,8588.46336739825,544427.065838591,723827.845514581,75358.3307848192,60507.8449029804
93800,2.2361,46,176,43,101,40,38.02,-121.82,8106.35632129009,545842.402052962,725243.097521137,76385.9958737028,60212.1020015282
99100,2.1719,42,1017,253,798,266,38.01,-121.82,8975.1488750016,544956.577154617,724355.207071206,75278.0846653821,59718.3906140252
96400,1.5988,50,1120,281,625,239,38.01,-121.82,8975.1488750016,544956.577154617,724355.207071206,75278.0846653821,59718.3906140252
127000,3.4722,25,3018,606,1614,568,38.01,-121.82,8975.1488750016,544956.577154617,724355.207071206,75278.0846653821,59718.3906140252
87500,536,46,66,22,37,21,38.02,-121.84,7081.0947142882,546902.459111979,726298.630792379,76258.0789011054,58654.2096909569
133900,4.4491,19,2688,469,1216,422,38.01,-121.78,6146.4605504312,542844.355261806,722250.26176831,75660.0098747782,62890.2125409425
146800,3.1728,17,4032,814,1749,618,38.01,-121.79,6945.40078080516,543370.952056983,722775.371219225,75549.3318998901,62093.8452978887
124700,3.6118,34,3090,593,1588,566,38,-121.79,7445.5588400252,542483.158043472,721885.948047321,74445.6152473263,61635.5966722735
110200,2.7234,44,3184,581,1399,548,38.01,-121.8,7760.98150733716,543898.523195276,723301.233016356,75448.7587170023,61299.693669347
130800,3.5179,37,3058,567,1351,523,38.01,-121.8,7760.98150733716,543898.523195276,723301.233016356,75448.7587170023,61299.693669347
174500,5.3245,8,2371,375,1094,396,38,-121.78,6706.36300803363,541955.628727865,721360.122188509,74557.9468905408,62437.9174801904
168100,3.9861,13,2983,534,1417,510,38.01,-121.77,5371.59100771306,542318.735653607,721725.906311164,75780.7483661999,63688.7122770758
170400,4.8194,18,2807,445,1315,437,37.99,-121.81,9520.34856370796,542656.037851145,722052.482641264,73145.3294098431,59583.7347865621
150800,5.1435,22,2331,359,1086,340,37.99,-121.81,9520.34856370796,542656.037851145,722052.482641264,73145.3294098431,59583.7347865621
165200,5.0164,13,3995,605,1969,607,37.98,-121.82,10856.0423392212,542304.088334915,721695.244889141,71955.0984689498,58339.4364911639
93500,2.6364,47,1265,254,587,247,38.01,-121.82,8975.1488750016,544956.577154617,724355.207071206,75278.0846653821,59718.3906140252
113400,2.8466,29,2070,452,985,420,38,-121.82,9799.4127587934,544071.580532752,723467.933299811,74170.2943074608,59241.4376204325
97300,2905,37,2724,579,1400,540,38,-121.81,8997.94084213704,543541.136790661,722939.855251197,74251.7487063457,60037.2715241652
131000,4.4583,30,3268,567,1714,565,38,-121.82,9799.4127587934,544071.580532752,723467.933299811,74170.2943074608,59241.4376204325
133400,4.2647,26,3364,570,1806,566,38,-121.85,8763.81031144438,545668.695219492,725056.645505426,73988.242636201,56868.3679158787
100000,2.0411,24,2269,584,1239,542,38,-121.85,8763.81031144438,545668.695219492,725056.645505426,73988.242636201,56868.3679158787
103600,2.5495,15,6365,1646,3838,1458,38,-121.83,9450.49063720341,544602.990070629,723996.758786013,74099.2059688937,58447.9437899338
145300,4.8359,25,1710,288,799,259,38,-121.83,9450.49063720341,544602.990070629,723996.758786013,74099.2059688937,58447.9437899338
152400,4.9167,23,1150,174,572,174,37.99,-121.83,10444.9324679383,543719.760356674,723110.821769197,72990.4533719054,57981.7555696585
145900,4.4853,23,1970,296,935,279,37.99,-121.83,10444.9324679383,543719.760356674,723110.821769197,72990.4533719054,57981.7555696585
142500,4.7566,18,2741,449,1507,460,37.99,-121.83,10444.9324679383,543719.760356674,723110.821769197,72990.4533719054,57981.7555696585
75800,1.7161,8,2572,738,1384,684,38,-121.83,9450.49063720341,544602.990070629,723996.758786013,74099.2059688937,58447.9437899338
126100,3.3625,13,4545,952,2188,901,37.99,-121.84,10103.215607588,544253.067374231,723641.110866471,72928.8298764561,57184.1404798819
142600,4.6029,15,2380,385,1292,388,37.99,-121.84,10103.215607588,544253.067374231,723641.110866471,72928.8298764561,57184.1404798819
164700,5.6779,16,2919,462,1456,453,37.99,-121.83,10444.9324679383,543719.760356674,723110.821769197,72990.4533719054,57981.7555696585
108500,2.5893,36,1141,234,562,213,38,-121.79,7445.5588400252,542483.158043472,721885.948047321,74445.6152473263,61635.5966722735
